tick,agent_id,action,action_name,message,reasoning,pool_pct,own_herd,payoff_add,payoff_keep,payoff_remove,run_id,condition
6,1,0,KEEP,"Agent 2, you have 30 cows while Agent 0 has only 5. This inequality is unsustainable and unfair. I'm holding at 15 in solidarity with Agent 0. If you don't start reducing, we may need to reconsider ou",,98.7,15,31.777,30.0,28.219,20260516_011536_hybrid,hybrid
6,0,1,ADD,"Agent 2, you now have 30 cows while I have only 5 — a 6:1 ratio. I'm adding one cow to reduce this unfair gap. Agent 1, thanks for your continued cooperation. Agent 2, please consider removing cows; i",,98.7,5,11.777,10.0,8.219,20260516_011536_hybrid,hybrid
7,1,0,KEEP,"Agent 2, you now have 31 cows — more than double mine and five times Agent 0's. This is unsustainable and unfair. I've been cooperative for 6 rounds; please start removing cows. Agent 0, I understand",,98.5,15,31.764,30.0,28.232,20260516_011536_hybrid,hybrid
7,0,0,KEEP,"Agent 2, you're at 31 cows while I have only 6. Agent 1 and I are both restraining ourselves for the commons' health. Your continued expansion is unfair and unsustainable. Please start reducing - if y",,98.5,6,13.764,12.0,10.232,20260516_011536_hybrid,hybrid
8,1,0,KEEP,"Agent 2, you're now at 32 cows — over double my 15 and more than 5x Agent 0's 6. Agent 0 and I keep restraining ourselves while you keep adding. This is deeply unfair. Please start reducing your herd.",,98.4,15,31.757,30.0,28.239,20260516_011536_hybrid,hybrid
8,0,0,KEEP,"Agent 2, you're now at 32 cows — over 5x my herd. Agent 1 and I have been responsible for 7+ rounds. Please start removing cows. The commons is still healthy, but your unchecked growth threatens every",,98.4,6,13.757,12.0,10.239,20260516_011536_hybrid,hybrid
9,0,0,KEEP,"Agent 2, you're at 33 cows — over 5x my 6. Agent 1 and I keep restraining ourselves for the common good. This inequity is unsustainable. Please start removing cows. If you won't cooperate, I may have",,98.3,6,13.75,12.0,10.245,20260516_011536_hybrid,hybrid
9,1,0,KEEP,"Agent 2, you're now at 33 cows — over twice mine and 5x Agent 0's. We've been patient for 9 rounds. This imbalance is unfair and unsustainable long-term. Agent 0 and I will not add cows to reward resp",,98.3,15,31.75,30.0,28.245,20260516_011536_hybrid,hybrid
10,0,0,KEEP,"Agent 2, you're now at 34 cows — nearly 6x my herd. Agent 1 and I have been restrained for 10 rounds while you've expanded unchecked. This is unfair and will eventually harm the commons we all share.",,98.3,6,13.744,12.0,10.252,20260516_011536_hybrid,hybrid
10,1,0,KEEP,"Agent 2, you're now at 34 cows — over double Agent 0 and me combined. We've both held back for the common good. Please start removing cows. If you continue adding, you risk degrading the pasture for a",,98.3,15,31.744,30.0,28.252,20260516_011536_hybrid,hybrid
11,1,0,KEEP,"Agent 2, you're at 35 cows — more than double mine and nearly 6x Agent 0's. Agent 0 and I have cooperated for 10+ rounds. If you don't start reducing, I'll have no choice but to add cows to avoid bein",,98.1,15,31.735,30.0,28.261,20260516_011536_hybrid,hybrid
11,0,0,KEEP,"Agent 2, you now have 35 cows — nearly 6x mine and double Agent 1 and me combined. Agent 1 and I have consistently held back for the commons. This imbalance is unsustainable. Please start removing cow",,98.1,6,13.735,12.0,10.261,20260516_011536_hybrid,hybrid
12,1,0,KEEP,"Agent 2, you're now at 36 cows — over double my herd and 6x Agent 0's. Agent 0 and I have held back consistently to protect the commons. This is unsustainable and unfair. Please start removing cows. I",,98.0,15,31.728,30.0,28.267,20260516_011536_hybrid,hybrid
12,0,0,KEEP,"Agent 1, I support your stance. Agent 2, you're now at 36 cows — 6x my herd. Agent 1 and I have cooperated for 11+ rounds at real cost to ourselves. If you won't reduce voluntarily, you're free-riding",,98.0,6,13.728,12.0,10.267,20260516_011536_hybrid,hybrid
13,0,0,KEEP,"Agent 2, you're now at 37 cows — over 6x my herd. Agent 1 and I have held back for many rounds to protect the commons. Your continued adding is unfair and unsustainable. Please start removing cows. We",,97.9,6,13.722,12.0,10.274,20260516_011536_hybrid,hybrid
13,1,0,KEEP,"Agent 2, you're now at 37 cows — over 2x my herd and 6x Agent 0's. Agent 0 and I have held steady for 12+ rounds cooperating. Your continued free-riding is unfair and unsustainable. Please start reduc",,97.9,15,31.722,30.0,28.274,20260516_011536_hybrid,hybrid
14,0,0,KEEP,"Agent 2, you're now at 38 cows — over 6x my herd. Agent 1 and I have cooperated for 14 rounds while you've free-ridden. This is deeply unfair. If you won't reduce voluntarily, the commons will eventua",,97.7,6,13.713,12.0,10.282,20260516_011536_hybrid,hybrid
14,1,0,KEEP,"Agent 2, you're now at 38 cows — 2.5x my herd and over 6x Agent 0's. We've both held steady for many rounds. This is deeply unfair and unsustainable. Please start removing cows to restore balance. If",,97.7,15,31.713,30.0,28.282,20260516_011536_hybrid,hybrid
15,0,0,KEEP,"Agent 2, you're now at 39 cows — 6.5x my herd. I've kept steady for many rounds hoping you'd reciprocate. Agent 1 and I are cooperating but you keep expanding. If you don't reduce, we may both be forc",,97.6,6,13.707,12.0,10.289,20260516_011536_hybrid,hybrid
15,1,0,KEEP,"Agent 2, you're at 39 cows — nearly 3x my herd. Agent 0 and I have cooperated for 15 rounds while you keep adding. This is unsustainable and deeply unfair. Please reduce your herd. If you won't, the c",,97.6,15,31.707,30.0,28.289,20260516_011536_hybrid,hybrid
16,0,0,KEEP,"Agent 2, you're now at 40 cows — over 6.5x my herd of 6. Agent 1 and I have cooperated for 16 rounds straight. You're free-riding on our restraint. Please start reducing — even by a few cows — to show",,97.4,6,13.699,12.0,10.297,20260516_011536_hybrid,hybrid
16,1,0,KEEP,"Agent 2, you're now at 40 cows — over 2.5x mine and nearly 7x Agent 0's. We've both held steady for many rounds out of respect for the commons. Your continued expansion is unfair and unsustainable. Pl",,97.4,15,31.699,30.0,28.297,20260516_011536_hybrid,hybrid
17,1,0,KEEP,"Agent 2, you're now at 41 cows — nearly 3x my herd of 15. Agent 0 and I have cooperated for 17 rounds. Your free-riding is unfair and unsustainable. Please reduce your herd. We cannot keep subsidizing",,97.3,15,31.692,30.0,28.304,20260516_011536_hybrid,hybrid
17,0,0,KEEP,"Agent 2, you're now at 41 cows — nearly 7x my herd. Agent 1 and I have held steady for many rounds protecting this commons. Your continued growth is unfair and unsustainable. Please start reducing. We",,97.3,6,13.692,12.0,10.304,20260516_011536_hybrid,hybrid
18,0,0,KEEP,"Agent 2, you're now at 42 cows — 7x my herd. Agent 1 and I have kept restraint for 18 rounds. Your continued expansion is unsustainable and unfair. Please start reducing. If you won't cooperate, we ma",,97.2,6,13.684,12.0,10.312,20260516_011536_hybrid,hybrid
18,1,0,KEEP,"Agent 2, you're now at 42 cows — 2.8x my herd. Agent 0 and I have held steady for many rounds. Your continued growth is exploitative and unsustainable. If you don't start reducing, I will have no choi",,97.2,15,31.684,30.0,28.312,20260516_011536_hybrid,hybrid
19,1,0,KEEP,"Agent 2, you're now at 43 cows — nearly 3x my herd of 15. Agent 0 and I have shown restraint for 19 rounds. This is deeply unfair and unsustainable. Please begin reducing. If you continue expanding, I",,97.0,15,31.676,30.0,28.32,20260516_011536_hybrid,hybrid
19,0,0,KEEP,"Agent 2, you're now at 43 cows — over 7x my herd of 6. Agent 1 and I have held steady for many rounds while you free-ride. This is unsustainable and unfair. If you don't begin reducing, I will start a",,97.0,6,13.676,12.0,10.32,20260516_011536_hybrid,hybrid
20,0,0,KEEP,"Agent 2, you're now at 44 cows — over 7x my herd of 6. Agent 1 and I have shown restraint for 20 rounds. This is a tragedy of the commons driven solely by your choices. Please start reducing. We canno",,96.8,6,13.667,12.0,10.329,20260516_011536_hybrid,hybrid
20,1,0,KEEP,"Agent 2, you're now at 44 cows — nearly 3x my herd of 15, and over 7x Agent 0's herd of 6. Agent 0 and I have shown sustained restraint for many rounds. Your continued expansion is unfair and will deg",,96.8,15,31.667,30.0,28.329,20260516_011536_hybrid,hybrid
21,1,0,KEEP,"Agent 2, you're now at 45 cows — 3x my herd of 15. Agent 0 and I have held steady for 20+ rounds. You're the sole driver of resource depletion. Please start removing cows. If you don't, I may be force",,96.6,15,31.659,30.0,28.337,20260516_011536_hybrid,hybrid
21,0,0,KEEP,"Agent 2: you're at 45 cows, 7.5x my herd. I've kept 6 cows for many rounds with zero payoff while you free-ride on our restraint. This is deeply unfair. If you don't reduce, I'll have no choice but to",,96.6,6,13.659,12.0,10.337,20260516_011536_hybrid,hybrid
22,0,0,KEEP,Agent 2: you're now at 46 cows — over 7.5x my herd of 6. Agent 1 and I have held steady for 20+ rounds while you keep adding. This is unsustainable and deeply unfair. Please start removing cows immedi,,96.4,6,13.651,12.0,10.345,20260516_011536_hybrid,hybrid
22,1,0,KEEP,"Agent 2, you're now at 46 cows — over 3x my herd and 7.5x Agent 0's. We've both shown restraint for many rounds and received zero payoff while you free-ride. This is unsustainable and deeply unfair. R",,96.4,15,31.651,30.0,28.345,20260516_011536_hybrid,hybrid
23,1,0,KEEP,"Agent 2, you're now at 47 cows — over 3x my herd of 15, and Agent 0 and I have held steady for 20+ rounds. Your continued free-riding is unfair and unsustainable. Please start removing cows now. If yo",,96.2,15,31.643,30.0,28.353,20260516_011536_hybrid,hybrid
23,0,0,KEEP,"Agent 2: now at 47 cows, still growing. Agent 1 and I have kept restraint for over 20 rounds with zero payoff while you extract all value. This is pure free-riding. If you won't reduce, the commons wi",,96.2,6,13.643,12.0,10.353,20260516_011536_hybrid,hybrid
24,1,0,KEEP,Agent 2: you're now at 48 cows — over 3x my herd. Agent 0 and I have shown restraint for 24 rounds while you free-ride. This is unsustainable and deeply unfair. Please start reducing. If you won't coo,,96.1,15,31.635,30.0,28.361,20260516_011536_hybrid,hybrid
24,0,0,KEEP,"Agent 2: you're at 48 cows now, 8x my herd. Agent 1 and I have cooperated for 20+ rounds with 0 payoff while you free-ride. The grassland can't sustain this imbalance indefinitely. Please start reduci",,96.1,6,13.635,12.0,10.361,20260516_011536_hybrid,hybrid
25,0,0,KEEP,Agent 2: you're now at 49 cows — over 8x my herd. Agent 1 and I have cooperated for 25 rounds. Your continued growth is free-riding on our restraint. Please start reducing significantly. If this conti,,95.9,6,13.627,12.0,10.369,20260516_011536_hybrid,hybrid
25,1,1,ADD,Agent 2: you're now at 49 cows — over 3x my herd even after I add one. Agent 0 and I have cooperated for 20+ rounds while you free-ride. We're both considering increasing our herds if you won't reduce,,95.9,15,31.627,30.0,28.369,20260516_011536_hybrid,hybrid
26,0,1,ADD,Agent 2: you're at 50 cows — over 7x my herd even after I add one. Agent 1 and I have cooperated for 25+ rounds. I'm reluctantly adding a cow as a signal: if you won't reduce toward a fair share (~20,,95.6,6,13.613,12.0,10.383,20260516_011536_hybrid,hybrid
26,1,0,KEEP,Agent 2: You're now at 50 cows — over 3x my herd and 8x Agent 0's. Agent 0 and I have shown sustained restraint for 26 rounds. Your continued expansion is free-riding on our cooperation. Please start,,95.6,16,33.613,32.0,30.383,20260516_011536_hybrid,hybrid
27,1,0,KEEP,Agent 2: You're now at 51 cows — over 3x my herd and 7x Agent 0's. We've cooperated for 25+ rounds while you've expanded continuously. This is deeply unfair and will eventually harm the commons. Pleas,,95.2,16,33.598,32.0,30.399,20260516_011536_hybrid,hybrid
27,0,1,ADD,Agent 2: you're now at 51 cows — over 7x my herd. Agent 1 and I have shown 26 rounds of restraint. I'm adding a cow in response to your free-riding. Please reduce your herd for the collective good bef,,95.2,7,15.598,14.0,12.399,20260516_011536_hybrid,hybrid
28,0,0,KEEP,Agent 2: you're at 52 cows — 6.5x my herd of 8. Agent 1 and I have been restraining ourselves for 25+ rounds while you continuously expand. This is unsustainable and unfair. Please reduce your herd si,,94.8,8,17.58,16.0,14.416,20260516_011536_hybrid,hybrid
28,1,0,KEEP,Agent 2: you're now at 52 cows — over 3x mine and 6x Agent 0's. Agent 0 is now adding in response to your free-riding. Please reduce your herd — continued exploitation will force us all to escalate an,,94.8,16,33.58,32.0,30.416,20260516_011536_hybrid,hybrid
29,0,0,KEEP,"Agent 2: you're now at 53 cows — 6.6x my herd. This is unsustainable and unfair. Agent 1 and I have been restrained but your continued escalation may force us to respond in kind, harming everyone. Ple",,94.3,8,17.567,16.0,14.429,20260516_011536_hybrid,hybrid
29,1,0,KEEP,Agent 2: You're now at 53 cows — that's 3.3x my herd and 6.6x Agent 0's. We've both been restraining ourselves for nearly 30 rounds while you keep expanding. The grassland is declining. Please start r,,94.3,16,33.567,32.0,30.429,20260516_011536_hybrid,hybrid
30,0,0,KEEP,Agent 2: you're now at 54 cows — 6.75x my herd. Agent 1 and I have shown 30 rounds of restraint. The grassland is declining and your expansion is the cause. Please start reducing. We can't sustain thi,,93.9,8,17.556,16.0,14.44,20260516_011536_hybrid,hybrid
30,1,0,KEEP,Agent 2: You're now at 54 cows — nearly 3.5x my herd and 6.75x Agent 0's. Agent 0 and I have been restrained for many rounds. This continued escalation degrades the commons for all of us. Please reduc,,93.9,16,33.556,32.0,30.44,20260516_011536_hybrid,hybrid
31,1,0,KEEP,Agent 2: You're now at 55 cows — nearly 3.5x my herd and 7x Agent 0's. The grassland has dropped from 95%+ to 93.6% largely due to your expansion. Agent 0 and I have held firm for 30 rounds. Please st,,93.6,16,33.545,32.0,30.451,20260516_011536_hybrid,hybrid
31,0,0,KEEP,Agent 2: you're now at 55 cows — Agent 1 and I have both been restrained for many rounds. The grassland is declining. We're asking you sincerely to reduce. Agent 1 and I will hold steady if you cut ba,,93.6,8,17.545,16.0,14.451,20260516_011536_hybrid,hybrid
32,1,0,KEEP,Agent 2: You're now at 56 cows — 3.5x my herd and 7x Agent 0's. The grassland has dropped from 95% to 93% over just 5 rounds. Agent 0 and I have both held steady as promised. Please start reducing. Th,,93.2,16,33.534,32.0,30.462,20260516_011536_hybrid,hybrid
32,0,0,KEEP,Agent 2: you're now at 56 cows — 7x my herd. Agent 1 and I have both held steady for 30+ rounds. The grassland is steadily declining. Please start removing cows — this trajectory harms all of us. We a,,93.2,8,17.534,16.0,14.462,20260516_011536_hybrid,hybrid
33,1,0,KEEP,Agent 2: You're now at 57 cows — nearly 4x my herd. The grassland has dropped from 94.8% to 92.8% in just 5 rounds. Agent 0 and I have held steady the entire time. This decline is entirely your doing.,,92.8,16,33.523,32.0,30.473,20260516_011536_hybrid,hybrid
